eA,eA_Pattern,eA_Name,eA_Content,mA,mA_Pattern,mA_Unit,mA_from,mA_value,mA_to,t_Pattern,t_factor,t_from,t_value,t_to,c_Pattern,c_Name,c_factor,eB,eB_Pattern,eB_Name,eB_Content,mB,mB_Pattern,mB_Unit,mB_from,mB_value,mB_to,c,t
p,mauris enim,ultricies eu,cursus id turpis integer aliquet,s,cras non velit,%,242.2,583.29,692.92,suspendisse potenti cras in,8.45,731.32,324.79,805.13,odio donec,fringilla rhoncus mauris enim,0.73,s,et,rutrum at lorem,proin risus praesent lectus vestibulum quam sapien,o,vehicula condimentum,kg,468.05,306.12,948.42,ps,so
s,nullam,fusce posuere,rhoncus aliquet pulvinar sed nisl nunc,o,eu mi,m,140.33,632.52,341.4,eget nunc donec,3.24,865.63,956.53,196.38,placerat praesent,ante ipsum primis,5.16,s,in hac,lectus vestibulum quam,eu tincidunt in leo maecenas pulvinar lobortis,p,ultrices posuere cubilia,%,364.4,240.65,277.12,ss,op
i,primis in,donec pharetra,pede morbi porttitor lorem id,p,amet sem,USD,30.88,543.79,689.56,duis faucibus accumsan odio,7.53,428.41,577.16,643.68,sed,imperdiet et,2.85,i,sem mauris,nunc proin,elit proin risus praesent lectus vestibulum quam,i,sit amet nulla,%,613.93,252.06,665.73,ii,pi
o,et magnis,sed augue,mattis odio donec vitae nisi nam,i,rutrum neque,kg,200.33,956.55,977.49,mauris ullamcorper purus,8.04,927.95,298.04,584.97,ac nibh,urna pretium nisl,9.32,r,amet,mauris morbi,lacus morbi sem mauris laoreet ut rhoncus,r,hac habitasse platea,USD,447.58,278.84,492.17,or,ir
r,sed,congue etiam justo,vestibulum velit id pretium iaculis diam,s,integer non,USD,237.45,676.77,538.19,ante ipsum primis in,4.47,383.51,619.94,895.74,odio porttitor,pellentesque viverra pede,9.91,o,consequat lectus,sollicitudin ut suscipit,velit vivamus vel nulla eget eros elementum,p,in quis,kg,797.06,930.88,137.05,ro,sp
o,cras,odio porttitor,tempus vel pede morbi porttitor,i,odio porttitor id,%,404.52,521.75,708.19,dolor morbi vel,6.79,459.38,460.69,521.11,odio,ante nulla,2.27,r,faucibus,ipsum ac,sociis natoque penatibus et magnis dis parturient,p,semper interdum mauris,%,882.17,718.21,66.74,or,ip
s,orci,ultrices posuere cubilia,id justo sit amet sapien dignissim,p,luctus et,kg,465.04,389.24,557.79,cubilia curae nulla dapibus,1.93,529.17,904.97,298.17,cursus id,fusce posuere felis,5.59,r,congue,non sodales sed,erat nulla tempus vivamus in felis eu,s,in quis justo,USD,14.06,833.2,453.73,sr,ps
p,morbi odio,ultrices enim,in lectus pellentesque at nulla suspendisse,i,diam nam,m,602.03,567.32,559.78,enim sit amet,8.24,462.02,63.66,120.33,sapien,diam id ornare imperdiet,9.18,r,vestibulum,sit amet,vel pede morbi porttitor lorem id ligula,r,risus dapibus,%,851.16,426.26,191.67,pr,ir
s,eget tempus,blandit ultrices enim,in hac habitasse platea dictumst,i,vehicula consequat,kg,596.36,48.38,118.93,pellentesque quisque porta volutpat,5.38,53.32,231.26,779.5,nascetur ridiculus,nulla ac enim in,3.83,p,dui,vivamus tortor duis,neque sapien placerat ante nulla justo aliquam,i,morbi non lectus,m,481.71,604.58,50.05,sp,ii
i,in,odio donec,sapien cursus vestibulum proin eu mi nulla,o,velit id,%,574.18,472.8,705.36,potenti nullam porttitor,1.88,827.03,627.76,405.47,erat eros,turpis eget elit sodales,2.71,p,consequat dui,aliquet maecenas leo,phasellus sit amet erat nulla tempus vivamus,o,mauris vulputate,USD,885.53,251.06,5.85,ip,oo
o,vulputate,posuere cubilia,pede ullamcorper augue a suscipit,p,elementum in hac,kg,436.3,293.28,482.0,eu orci mauris lacinia,0.48,228.49,476.77,668.33,libero nam,non lectus,2.78,o,ultrices aliquet,at velit,nulla suscipit ligula in lacus curabitur at,i,erat vestibulum,kg,406.55,305.22,370.4,oo,pi
r,et,nec nisi volutpat,ut volutpat sapien arcu sed augue,p,pretium quis lectus,m,83.2,335.29,782.58,amet sapien dignissim vestibulum,4.03,412.06,994.16,138.14,faucibus accumsan,congue eget semper,3.78,i,felis sed,ipsum praesent blandit,adipiscing elit proin interdum mauris non ligula,r,id consequat,kg,795.44,134.97,199.25,ri,pr
o,orci,porttitor lacus,vehicula condimentum curabitur in libero,i,purus phasellus,USD,811.71,84.21,655.64,nam congue risus semper,5.82,33.0,350.73,370.4,nisl,quisque ut,6.47,i,vivamus tortor,nulla tempus,eget eros elementum pellentesque quisque porta volutpat,o,ut suscipit,kg,686.39,426.46,250.42,oi,io
s,faucibus,erat volutpat in,nisi venenatis tristique fusce congue diam,i,orci eget orci,USD,662.06,951.61,42.95,potenti in eleifend,3.39,665.88,605.39,822.22,sed tincidunt,massa quis,9.4,p,semper,vivamus in felis,sagittis nam congue risus semper porta volutpat,o,in sagittis dui,USD,158.22,835.73,146.04,sp,io
o,odio,interdum mauris non,mauris eget massa tempor convallis,s,morbi sem,m,219.31,825.05,434.97,mus vivamus vestibulum sagittis,0.18,190.69,886.34,808.51,amet,imperdiet et commodo,9.29,o,mattis egestas,dui proin,nec nisi vulputate nonummy maecenas tincidunt lacus,r,curae duis,%,200.72,4.14,360.7,oo,sr
r,in,varius nulla,etiam faucibus cursus urna ut tellus,p,cras in purus,%,307.33,106.7,486.2,sed nisl nunc rhoncus,7.92,75.28,179.01,548.45,augue,felis sed lacus morbi,2.09,s,suscipit,molestie lorem,posuere cubilia curae duis faucibus accumsan odio,i,est donec,m,722.78,885.18,859.59,rs,pi
p,ut,sed lacus,nisl duis ac nibh fusce,p,pellentesque eget nunc,%,611.59,176.85,624.01,nam congue risus,0.95,126.92,284.36,702.3,suspendisse potenti,sit amet,5.98,o,feugiat,donec pharetra,luctus et ultrices posuere cubilia curae mauris,s,vestibulum ante,kg,956.17,155.52,472.41,po,ps
p,nulla suscipit,convallis duis consequat,in faucibus orci luctus et ultrices,p,non sodales,USD,92.38,415.31,372.34,non ligula pellentesque,5.19,353.52,297.75,118.99,nam,penatibus et,3.13,r,blandit ultrices,massa donec dapibus,felis donec semper sapien a libero nam,o,vehicula consequat,USD,819.69,130.89,108.49,pr,po
o,nisi vulputate,ornare imperdiet,ultricies eu nibh quisque id justo sit,o,mauris ullamcorper purus,%,739.64,688.03,471.02,leo odio condimentum,0.25,258.21,94.66,684.0,consectetuer,sapien cum sociis natoque,1.79,o,lobortis,velit donec,semper porta volutpat quam pede lobortis ligula,s,in blandit ultrices,m,548.52,485.85,879.5,oo,os
r,felis sed,platea dictumst morbi,donec semper sapien a libero nam,p,interdum mauris non,USD,582.15,652.75,763.03,ligula vehicula consequat morbi,5.8,721.55,555.05,109.68,fusce,tincidunt nulla,2.72,r,turpis a,nam congue risus,nulla quisque arcu libero rutrum ac lobortis,p,at velit,%,739.04,807.78,832.08,rr,pp
r,mi sit,ac lobortis vel,vel pede morbi porttitor lorem id ligula,r,lorem ipsum dolor,m,393.95,274.86,444.13,curabitur gravida nisi at,9.32,189.11,756.4,224.84,vivamus,ac nibh fusce,3.48,i,parturient montes,penatibus et magnis,risus dapibus augue vel accumsan tellus nisi,p,dis parturient montes,kg,141.39,876.82,29.47,ri,rp
i,at diam,et ultrices posuere,cras non velit nec nisi vulputate nonummy,r,lectus in est,kg,937.33,717.79,437.9,velit eu est,9.54,5.21,373.49,6.58,nulla ultrices,nam ultrices,0.14,i,primis,a odio in,integer tincidunt ante vel ipsum praesent blandit,p,odio porttitor id,kg,980.87,720.03,881.28,ii,rp
i,id turpis,mauris sit amet,facilisi cras non velit nec nisi,p,a nibh,USD,385.61,734.71,740.86,turpis a pede posuere,8.85,470.85,765.03,469.81,massa id,phasellus id sapien in,1.01,i,augue,nascetur ridiculus mus,et magnis dis parturient montes nascetur ridiculus,p,lectus vestibulum quam,m,322.79,151.95,15.03,ii,pp
r,dictumst morbi,non velit,congue risus semper porta volutpat,p,turpis adipiscing,%,622.54,512.37,547.09,suspendisse accumsan tortor quis,6.98,250.56,714.29,252.87,augue vel,maecenas pulvinar lobortis,2.29,p,maecenas pulvinar,nullam porttitor lacus,tellus nisi eu orci mauris lacinia sapien,r,aliquet maecenas,kg,609.51,713.39,107.76,rp,pr
r,in lacus,leo pellentesque,consequat ut nulla sed accumsan felis,r,turpis enim blandit,%,754.06,954.37,326.58,ante vestibulum ante,1.73,503.03,725.81,974.41,consequat,purus eu magna,3.03,i,congue diam,rutrum ac lobortis,ut dolor morbi vel lectus in quam,o,integer ac,%,391.59,624.36,84.2,ri,ro
i,vivamus,venenatis turpis,vestibulum sed magna at nunc commodo placerat,r,risus auctor sed,kg,676.39,917.08,393.3,proin interdum mauris non,4.42,265.08,412.09,825.7,aliquet,blandit mi in,8.12,o,in,eu est congue,consequat dui nec nisi volutpat eleifend donec,p,turpis integer,%,340.65,313.12,175.06,io,rp
i,posuere,lacus morbi quis,vulputate vitae nisl aenean lectus pellentesque eget,p,auctor gravida,%,745.68,109.77,246.16,consequat varius integer ac,0.25,60.35,597.22,360.36,neque vestibulum,rhoncus sed,5.09,o,integer,placerat ante nulla,vel enim sit amet nunc viverra dapibus,p,ipsum dolor,kg,637.68,666.63,457.45,io,pp
p,dapibus,in leo,at nibh in hac habitasse,p,integer ac neque,USD,584.13,527.41,879.96,potenti nullam porttitor lacus,7.61,178.67,15.16,10.82,in felis,ipsum primis in,5.63,r,at,commodo placerat,justo morbi ut odio cras mi pede,o,quis lectus,%,718.35,478.89,23.64,pr,po
o,enim blandit,sociis natoque penatibus,sapien placerat ante nulla justo,i,donec pharetra magna,%,519.2,78.71,227.27,mauris laoreet ut,2.06,571.42,31.38,868.67,pretium,rutrum neque aenean auctor,9.01,s,adipiscing elit,ante nulla justo,posuere felis sed lacus morbi sem mauris,r,quam fringilla rhoncus,kg,925.06,68.0,175.19,os,ir
i,convallis tortor,erat volutpat in,lacinia erat vestibulum sed magna at nunc,s,porta volutpat,USD,717.91,933.26,960.14,id consequat in,4.92,586.98,695.07,794.36,blandit non,sociis natoque penatibus et,0.91,s,aliquet,sed nisl,congue elementum in hac habitasse platea dictumst,i,rutrum nulla,%,912.27,393.82,371.04,is,si
p,blandit,nisi vulputate nonummy,proin eu mi nulla ac enim,s,orci nullam molestie,%,338.46,71.68,781.03,at turpis donec posuere,6.11,430.46,43.11,768.68,ipsum ac,porttitor pede justo,4.96,s,duis ac,adipiscing elit,placerat ante nulla justo aliquam quis turpis,s,a nibh,USD,330.82,378.76,490.99,ps,ss
o,platea,in felis,ut dolor morbi vel lectus in,r,gravida nisi at,USD,869.25,461.49,993.03,facilisi cras non velit,1.0,582.14,121.28,130.68,turpis,elementum in,7.51,i,libero,semper sapien,ut erat curabitur gravida nisi at nibh,p,lacinia nisi,%,232.16,184.86,212.69,oi,rp
s,eu,vestibulum rutrum,imperdiet nullam orci pede venenatis non sodales,o,ut dolor morbi,USD,713.64,966.18,34.78,erat id mauris,5.2,157.14,100.26,399.33,morbi,eu felis fusce,3.94,s,eget,proin risus praesent,cursus urna ut tellus nulla ut erat,r,dapibus duis at,USD,808.23,721.18,130.37,ss,or
o,luctus cum,nonummy maecenas,nulla integer pede justo lacinia eget tincidunt,s,dolor quis,m,898.16,808.99,612.34,lacinia nisi venenatis,7.25,348.62,154.05,923.63,odio consequat,sapien cum,9.3,r,etiam,at nunc,ligula in lacus curabitur at ipsum ac,r,justo sit,%,436.71,772.52,934.28,or,sr
o,justo,diam in magna,vestibulum vestibulum ante ipsum primis,p,magna bibendum imperdiet,m,181.51,737.99,14.77,in leo maecenas,8.31,706.23,508.52,194.48,eget rutrum,varius integer ac leo,3.93,r,convallis nulla,interdum venenatis turpis,ut nunc vestibulum ante ipsum primis in,r,eget elit sodales,kg,259.06,851.94,426.78,or,pr
s,leo,et ultrices posuere,praesent blandit lacinia erat vestibulum,i,commodo vulputate justo,kg,598.77,811.25,466.93,justo maecenas rhoncus aliquam,0.76,470.57,706.89,126.93,turpis sed,placerat praesent blandit nam,3.1,s,lectus aliquam,proin risus,ultrices posuere cubilia curae nulla dapibus dolor,s,tellus in sagittis,%,829.94,560.6,775.13,ss,is
i,id,a feugiat et,nascetur ridiculus mus vivamus vestibulum sagittis sapien,o,nam congue,m,567.83,202.5,647.6,mattis odio donec vitae,0.23,778.09,671.55,411.29,in,turpis integer aliquet,0.85,o,aliquam erat,donec pharetra magna,mauris morbi non lectus aliquam sit amet,i,faucibus cursus urna,USD,937.28,26.55,902.98,io,oi
p,elementum nullam,aliquet massa id,condimentum id luctus nec molestie,o,vulputate vitae nisl,m,617.47,987.7,765.83,turpis eget elit sodales,2.94,39.25,490.44,456.97,cubilia curae,orci eget orci vehicula,8.69,p,dis parturient,phasellus in,ac tellus semper interdum mauris ullamcorper purus,s,augue luctus,USD,145.44,198.81,244.35,pp,os
i,odio consequat,in eleifend,tellus nulla ut erat id mauris,p,et commodo vulputate,USD,427.77,995.38,867.36,pulvinar sed nisl,3.13,890.3,239.78,459.75,vulputate ut,in est,2.97,s,natoque penatibus,nunc vestibulum,elit proin risus praesent lectus vestibulum quam,i,lectus pellentesque at,USD,960.88,603.07,717.4,is,pi
i,eget tincidunt,tristique fusce congue,sapien a libero nam dui,i,justo in blandit,USD,948.38,356.82,4.79,aliquet pulvinar sed nisl,5.34,556.02,665.74,484.01,lorem id,ut tellus nulla,7.96,i,pulvinar sed,nulla facilisi,accumsan tellus nisi eu orci mauris lacinia,o,odio elementum eu,%,359.27,850.26,574.36,ii,io
i,dui luctus,ligula sit,orci luctus et ultrices posuere cubilia curae,r,semper porta,m,210.01,399.69,605.49,habitasse platea dictumst,6.99,751.28,730.67,310.2,amet,blandit mi,4.05,s,justo,amet diam,sit amet diam in magna bibendum imperdiet,p,id mauris vulputate,kg,419.7,162.42,954.02,is,rp
o,in blandit,eu magna,ac nibh fusce lacus purus aliquet,p,duis faucibus accumsan,USD,49.84,264.55,490.53,maecenas tristique est,0.34,50.87,329.79,591.34,pharetra,mus etiam vel,9.39,r,sed,sed sagittis nam,quis orci nullam molestie nibh in lectus,s,lacinia eget tincidunt,%,856.66,834.88,4.18,or,ps
r,nullam,aliquam erat,faucibus accumsan odio curabitur convallis duis,i,tincidunt nulla,kg,463.7,334.68,357.74,ac nibh fusce lacus,7.83,222.89,690.16,487.17,morbi,curabitur at,0.55,o,etiam faucibus,ultrices erat tortor,aliquet ultrices erat tortor sollicitudin mi sit,s,integer non,%,16.02,192.59,982.38,ro,is
i,leo rhoncus,justo maecenas,ut nulla sed accumsan felis ut,o,phasellus sit amet,USD,348.0,837.57,207.26,et eros vestibulum ac,8.78,378.79,298.8,731.61,bibendum felis,ante ipsum,6.05,i,eget tempus,praesent lectus,ante vestibulum ante ipsum primis in faucibus,s,proin risus praesent,USD,3.14,62.86,223.5,ii,os
p,aliquam convallis,in blandit ultrices,odio in hac habitasse platea dictumst maecenas,o,vestibulum ante ipsum,USD,496.08,536.6,803.57,iaculis congue vivamus,0.77,877.7,920.61,676.82,in,cras non,4.66,r,justo eu,et ultrices posuere,nascetur ridiculus mus etiam vel augue vestibulum,i,tincidunt eu,kg,969.2,582.39,730.67,pr,oi
p,leo,pede posuere nonummy,enim sit amet nunc viverra,i,lectus pellentesque,kg,529.3,544.12,647.93,posuere metus vitae ipsum,6.79,566.26,714.56,709.02,volutpat,vitae nisi nam,5.39,r,ligula nec,et eros,proin interdum mauris non ligula pellentesque ultrices,i,magna bibendum imperdiet,USD,276.77,647.15,914.65,pr,ii
p,et,duis bibendum,faucibus accumsan odio curabitur convallis duis consequat,s,eu pede,m,560.85,850.44,684.85,aliquam non mauris morbi,5.31,823.12,831.43,29.5,est donec,nulla facilisi cras non,8.81,o,at,dictumst maecenas ut,metus vitae ipsum aliquam non mauris morbi,i,posuere cubilia,USD,512.71,659.66,480.96,po,si
p,eget,tincidunt ante vel,curae duis faucibus accumsan odio curabitur,s,sed vel enim,%,740.49,841.87,472.15,posuere felis sed,9.84,349.48,361.73,827.53,nulla facilisi,vehicula consequat,4.8,o,ac,malesuada in imperdiet,leo odio condimentum id luctus nec molestie,s,eget tincidunt eget,%,513.6,841.63,765.56,po,ss
i,curabitur,proin eu,a suscipit nulla elit ac nulla sed,i,quis orci eget,USD,366.46,435.34,705.28,orci mauris lacinia sapien,8.21,134.47,388.51,251.87,vel,tempus vivamus,3.47,o,turpis,turpis integer,pretium quis lectus suspendisse potenti in eleifend,i,nibh ligula,USD,735.94,888.76,614.2,io,ii
i,eu,dui nec nisi,nulla tellus in sagittis dui vel,r,lacus curabitur,m,550.52,442.9,421.5,natoque penatibus et magnis,8.86,432.94,941.0,775.27,orci luctus,in quam,2.06,s,nec,sed ante,non sodales sed tincidunt eu felis fusce,s,nunc proin at,kg,498.06,74.95,557.47,is,rs
r,nec nisi,magnis dis,sem fusce consequat nulla nisl,o,hac habitasse platea,m,359.53,877.45,137.53,neque vestibulum eget,5.48,636.98,362.68,624.86,volutpat,convallis eget,6.38,o,pede,ultrices libero,ornare consequat lectus in est risus auctor,p,bibendum imperdiet,USD,811.5,988.54,909.62,ro,op
s,blandit lacinia,montes nascetur,proin interdum mauris non ligula,s,vivamus in,m,650.78,218.57,33.82,lorem quisque ut erat,3.3,405.2,69.22,276.39,viverra diam,pede morbi porttitor lorem,9.35,o,nulla quisque,praesent lectus,vestibulum velit id pretium iaculis diam erat,i,nibh fusce lacus,%,703.7,340.76,492.15,so,si
o,at,leo rhoncus,vulputate luctus cum sociis natoque penatibus,s,integer non velit,m,635.07,351.91,898.18,ultrices aliquet maecenas leo,0.89,0.54,796.71,979.05,luctus,velit vivamus vel nulla,9.11,p,dolor quis,in ante,interdum mauris non ligula pellentesque ultrices phasellus,p,est donec,%,198.07,885.96,432.58,op,sp
s,magna bibendum,sit amet cursus,nulla neque libero convallis eget eleifend,s,odio donec vitae,USD,429.01,309.86,657.09,dapibus nulla suscipit,0.48,386.13,944.05,213.14,sodales sed,morbi ut,6.84,s,ultrices enim,nec condimentum,in hac habitasse platea dictumst maecenas ut,i,accumsan felis ut,kg,659.58,79.73,560.84,ss,si
i,vestibulum,tortor id,mi pede malesuada in imperdiet et commodo,r,ut massa,%,791.79,575.06,293.0,bibendum imperdiet nullam orci,4.62,474.89,109.3,310.54,lectus,integer a nibh,5.37,s,et magnis,lacinia erat,lectus aliquam sit amet diam in magna,p,turpis nec euismod,kg,74.96,230.64,983.21,is,rp
r,erat,praesent id,eget eleifend luctus ultricies eu,r,congue diam,kg,771.43,22.36,703.04,montes nascetur ridiculus,9.12,43.43,521.16,74.41,sem fusce,sit amet erat,3.43,r,pede,massa quis,lacinia aenean sit amet justo morbi ut,r,interdum mauris ullamcorper,%,809.03,105.53,492.7,rr,rr
p,ac nibh,sed interdum,non sodales sed tincidunt eu felis,o,amet erat nulla,USD,204.79,126.61,173.85,vulputate vitae nisl,2.76,568.35,727.91,564.42,ac,non ligula,7.36,r,cubilia,nec sem duis,suspendisse accumsan tortor quis turpis sed ante,r,amet diam,%,254.41,276.33,83.41,pr,or
s,dui,in libero ut,lacus morbi sem mauris laoreet ut rhoncus,p,integer tincidunt,m,201.64,15.23,203.2,platea dictumst etiam faucibus,4.85,815.64,272.79,77.78,arcu sed,amet nunc,2.57,r,scelerisque mauris,faucibus orci luctus,potenti in eleifend quam a odio in,p,amet lobortis sapien,m,915.9,737.1,957.17,sr,pp
i,sagittis,ut blandit non,in eleifend quam a odio,o,curae nulla,USD,688.21,464.66,477.15,ipsum ac tellus,5.18,558.63,947.64,343.82,vel ipsum,cubilia curae,9.17,r,pretium,mi in,eros suspendisse accumsan tortor quis turpis sed,o,ut dolor,kg,281.39,830.63,961.46,ir,oo
i,est,at turpis,accumsan tortor quis turpis sed ante vivamus,r,pede lobortis,%,845.64,449.03,697.4,proin leo odio,6.14,953.51,672.41,203.54,cras,quis odio consequat,4.17,s,odio,mauris eget massa,odio curabitur convallis duis consequat dui nec,p,etiam faucibus cursus,kg,8.07,869.85,687.34,is,rp
o,posuere,erat nulla,primis in faucibus orci luctus et,i,nam nulla integer,USD,952.67,4.48,267.34,velit eu est congue,9.21,230.38,330.02,367.7,nam,sagittis nam congue,7.74,p,ut,vestibulum ante,ligula in lacus curabitur at ipsum ac,o,lobortis est phasellus,USD,235.67,594.52,826.33,op,io
s,sociis,vulputate ut,id lobortis convallis tortor risus,i,quis augue,USD,544.62,577.65,145.82,habitasse platea dictumst,5.46,759.5,11.57,159.78,quis lectus,in est risus auctor,5.88,i,duis mattis,nulla nunc purus,vestibulum quam sapien varius ut blandit non,s,integer pede,%,594.36,807.37,911.51,si,is
o,quisque,at vulputate,ridiculus mus etiam vel augue,r,vitae nisl aenean,USD,716.19,244.13,934.57,consequat ut nulla,8.43,372.88,954.46,71.26,lobortis convallis,morbi ut odio,0.85,s,aenean,turpis nec euismod,erat curabitur gravida nisi at nibh in,o,est risus,%,253.96,974.76,172.07,os,ro
s,neque aenean,eget semper,ante ipsum primis in faucibus,o,in ante vestibulum,%,213.7,349.25,538.54,vehicula condimentum curabitur,5.8,466.42,547.71,363.09,commodo,placerat praesent,5.99,i,fusce congue,volutpat sapien arcu,eu est congue elementum in hac habitasse,r,ipsum primis,USD,907.72,807.43,852.1,si,or
