eA,eA_Pattern,eA_Name,eA_Content,mA,mA_Pattern,mA_Unit,mA_from,mA_value,mA_to,t_Pattern,t_factor,t_from,t_value,t_to,c_Pattern,c_Name,c_factor,eB,eB_Pattern,eB_Name,eB_Content,mB,mB_Pattern,mB_Unit,mB_from,mB_value,mB_to,c,t
s,pellentesque,vivamus vestibulum,elementum ligula vehicula consequat morbi,p,sem mauris,m,234.31,562.29,852.97,vestibulum rutrum rutrum,6.96,759.49,105.56,30.38,sapien,aliquet at,9.07,o,eu,semper est,porta volutpat quam pede lobortis ligula sit,p,habitasse platea dictumst,kg,274.17,45.81,879.29,so,pp
i,proin,ligula pellentesque,libero nam dui proin leo,i,posuere cubilia,%,898.0,927.08,904.44,pede lobortis ligula,3.96,595.27,692.17,192.34,nulla elit,duis bibendum morbi non,8.65,i,cubilia,lectus in,pede posuere nonummy integer non velit donec,i,lacus at,%,756.8,2.63,602.33,ii,ii
i,purus sit,nulla integer,in magna bibendum imperdiet nullam,r,et ultrices,m,493.93,745.79,76.97,tortor eu pede,4.51,555.44,590.07,672.53,erat,tellus nulla ut,5.17,r,vivamus,sit amet,amet eros suspendisse accumsan tortor quis turpis,i,sit amet,%,284.98,532.86,219.65,ir,ri
s,risus,platea dictumst morbi,turpis a pede posuere nonummy integer non,o,ut ultrices,m,536.7,232.89,787.53,cubilia curae duis,0.54,754.92,343.44,629.33,vel augue,mauris vulputate elementum,2.07,o,orci nullam,magna ac consequat,risus praesent lectus vestibulum quam sapien varius,s,arcu adipiscing molestie,USD,330.47,267.76,265.64,so,os
p,nulla,posuere cubilia curae,eu tincidunt in leo maecenas pulvinar,p,penatibus et,%,953.6,631.52,854.9,integer aliquet massa,6.66,19.6,967.71,25.06,sollicitudin,in leo,6.77,r,primis,posuere cubilia,ultrices posuere cubilia curae nulla dapibus dolor,i,in magna,kg,240.26,37.11,460.99,pr,pi
p,aliquet at,vulputate elementum nullam,in faucibus orci luctus et ultrices posuere,i,bibendum felis sed,USD,411.0,388.0,956.21,nec sem duis aliquam,9.62,57.03,650.81,432.84,erat vestibulum,dui luctus rutrum nulla,0.4,r,lectus aliquam,curae donec,parturient montes nascetur ridiculus mus etiam vel,i,ipsum aliquam non,m,256.33,843.27,894.72,pr,ii
r,sem mauris,sit amet sem,nisl duis bibendum felis sed interdum venenatis,p,nibh in lectus,USD,823.94,506.86,102.07,et commodo vulputate justo,2.7,918.93,283.19,667.06,viverra,ridiculus mus etiam,6.8,p,eget,curae duis faucibus,in lacus curabitur at ipsum ac tellus,p,mauris enim leo,USD,529.44,647.64,235.05,rp,pp
p,odio,metus vitae ipsum,aliquam convallis nunc proin at,s,nam dui,kg,428.38,918.5,54.92,sed tristique in tempus,8.65,189.54,882.11,947.99,pulvinar,ullamcorper purus sit,4.91,o,laoreet ut,lacus morbi sem,sit amet justo morbi ut odio cras,o,id pretium,m,154.75,875.09,27.53,po,so
i,convallis,odio elementum eu,vestibulum velit id pretium iaculis,s,in tempus,m,763.19,198.04,516.22,ut dolor morbi,8.56,53.82,330.64,159.22,dictumst maecenas,tellus nisi eu,7.74,s,velit,luctus et,mattis nibh ligula nec sem duis aliquam,s,in felis donec,%,798.94,180.77,978.59,is,ss
p,dui,ipsum primis in,ullamcorper purus sit amet nulla,s,mi in,m,177.28,329.55,812.01,aliquet pulvinar sed,9.94,130.54,733.56,176.42,tortor,diam id ornare imperdiet,6.07,i,nulla quisque,sapien iaculis,lectus in est risus auctor sed tristique,o,rutrum nulla,m,356.26,29.04,327.26,pi,so
s,ac,parturient montes,mi pede malesuada in imperdiet et,s,pede posuere nonummy,USD,268.89,807.73,530.44,aliquet at feugiat,9.14,723.71,341.54,809.51,tristique,vestibulum eget,7.85,o,ac,faucibus cursus,vestibulum sagittis sapien cum sociis natoque penatibus,o,nonummy maecenas,m,472.49,588.49,948.03,so,so
i,ipsum,porttitor pede justo,sem sed sagittis nam congue risus,p,eget orci vehicula,%,458.12,541.37,160.92,commodo vulputate justo,8.7,480.28,752.02,539.27,justo,facilisi cras non velit,2.16,o,vestibulum,eget eros elementum,ac diam cras pellentesque volutpat dui maecenas,s,nullam porttitor,%,297.59,498.29,595.55,io,ps
r,augue,proin leo,at velit vivamus vel nulla,r,ante vel,kg,130.28,20.48,990.45,id sapien in,1.6,838.72,693.82,717.49,vehicula,lacinia nisi venenatis,0.09,i,convallis,morbi vel,pretium iaculis diam erat fermentum justo nec,i,congue etiam,%,911.12,254.13,564.39,ri,ri
i,semper sapien,turpis eget,risus dapibus augue vel accumsan tellus nisi,i,proin interdum mauris,%,692.73,503.83,56.17,tempus semper est quam,7.75,948.71,165.58,591.1,laoreet,maecenas leo,5.52,p,ipsum primis,odio odio elementum,praesent lectus vestibulum quam sapien varius ut,p,suspendisse potenti,%,394.09,529.51,297.03,ip,ip
p,eget rutrum,rutrum nulla tellus,posuere nonummy integer non velit donec diam,r,natoque penatibus,USD,580.12,132.1,482.25,dui vel nisl duis,9.93,121.32,423.39,266.05,vitae quam,at lorem,5.62,s,quis,mauris viverra,urna pretium nisl ut volutpat sapien arcu,r,vulputate justo in,%,591.23,712.75,269.42,ps,rr
o,amet,posuere felis sed,tempor convallis nulla neque libero,r,justo in,USD,41.92,491.27,567.27,turpis eget elit sodales,5.52,781.85,183.41,70.03,primis,faucibus orci luctus et,4.14,s,elementum in,ultrices libero non,pellentesque at nulla suspendisse potenti cras in,r,donec pharetra,USD,437.02,11.04,338.07,os,rr
p,amet eros,aenean sit,id ligula suspendisse ornare consequat lectus in,o,integer pede justo,USD,603.35,407.34,55.52,nulla nisl nunc nisl,6.98,277.47,123.46,25.83,libero ut,cum sociis,1.27,o,nulla mollis,cras mi,convallis nunc proin at turpis a pede,i,in hac,%,254.3,398.98,843.83,po,oi
s,justo sit,massa volutpat,augue aliquam erat volutpat in,i,vel lectus,m,431.06,650.6,633.61,ligula suspendisse ornare consequat,3.5,637.79,653.27,827.34,consectetuer eget,a nibh,7.45,i,nec,sed accumsan,convallis nunc proin at turpis a pede,o,consequat nulla nisl,USD,664.19,69.38,141.93,si,io
p,libero,erat vestibulum,quisque porta volutpat erat quisque erat,i,amet cursus,USD,40.71,68.49,708.07,turpis sed ante vivamus,1.64,674.43,435.04,782.71,sociis,fringilla rhoncus mauris,5.32,p,orci,vestibulum sagittis,posuere cubilia curae nulla dapibus dolor vel,i,at lorem,%,14.41,516.99,330.92,pp,ii
i,ac,hac habitasse,eget massa tempor convallis nulla,r,nulla sed,%,567.22,37.7,177.97,nibh in hac habitasse,3.72,702.81,893.25,958.62,eu orci,morbi vel,3.55,i,pede,tortor eu pede,faucibus orci luctus et ultrices posuere cubilia,r,ac leo,%,269.44,487.66,390.12,ii,rr
s,nam,justo pellentesque,dui vel sem sed sagittis nam congue,i,lorem quisque,USD,883.89,597.36,971.01,hac habitasse platea,3.27,212.41,774.83,126.42,in quam,metus arcu,9.81,i,ultrices enim,volutpat quam pede,aenean lectus pellentesque eget nunc donec quis,o,tempus vivamus,USD,842.05,16.11,456.72,si,io
r,tellus semper,mus etiam vel,felis ut at dolor quis odio consequat,o,morbi a ipsum,m,603.83,345.81,960.38,sed sagittis nam congue,5.04,853.9,238.14,859.17,tellus,quam suspendisse,9.45,i,pellentesque,nulla justo,congue risus semper porta volutpat quam pede,o,ipsum primis in,m,946.6,616.24,362.4,ri,oo
i,lacus,platea dictumst,quam pede lobortis ligula sit,o,ante vel ipsum,kg,649.48,42.0,709.62,ut erat id mauris,1.55,453.82,116.43,554.37,eu,cras pellentesque volutpat,6.29,i,nam ultrices,tristique est et,bibendum imperdiet nullam orci pede venenatis non,i,velit vivamus vel,%,639.08,459.65,342.76,ii,oi
p,nullam orci,mi sit amet,rutrum ac lobortis vel dapibus at diam,r,quis turpis,USD,607.06,588.73,10.11,id luctus nec,7.76,755.24,348.94,294.58,libero nullam,nam ultrices,8.28,i,ut massa,convallis eget eleifend,nunc commodo placerat praesent blandit nam nulla,r,pretium iaculis,%,691.9,792.82,203.26,pi,rr
s,nullam varius,id justo,tellus nulla ut erat id,i,id ligula,m,842.91,792.92,812.75,nisl nunc rhoncus,3.56,532.36,376.17,261.31,magna,est lacinia,0.66,r,in,imperdiet nullam orci,libero ut massa volutpat convallis morbi odio,o,cubilia curae nulla,%,421.3,621.13,169.37,sr,io
s,pellentesque,primis in faucibus,nulla mollis molestie lorem quisque,i,vel enim,kg,440.97,219.95,209.5,ipsum praesent blandit lacinia,6.55,297.31,74.32,21.92,vestibulum proin,vel ipsum praesent blandit,9.15,i,donec quis,in eleifend quam,habitasse platea dictumst aliquam augue quam sollicitudin,p,pellentesque at,m,104.99,957.78,660.64,si,ip
o,tortor duis,nec sem duis,ridiculus mus vivamus vestibulum sagittis sapien cum,s,vel ipsum praesent,kg,423.46,371.74,978.16,vestibulum aliquet ultrices,7.27,875.13,191.22,66.46,sociis,metus aenean,5.93,s,eu,primis in,in felis eu sapien cursus vestibulum proin,i,nulla quisque,kg,825.14,267.74,212.02,os,si
r,consequat morbi,nulla elit ac,nec dui luctus rutrum nulla tellus,r,justo maecenas,USD,11.8,892.61,640.95,nonummy maecenas tincidunt lacus,8.35,637.35,781.81,447.44,vel accumsan,libero convallis eget eleifend,9.14,i,cum sociis,mollis molestie,nisl nunc rhoncus dui vel sem sed,o,lacus morbi sem,m,713.72,896.31,218.68,ri,ro
o,amet,libero rutrum,pellentesque quisque porta volutpat erat quisque,o,metus arcu,USD,357.67,478.95,894.75,eu interdum eu tincidunt,2.2,483.4,617.67,449.66,mauris non,erat fermentum justo,7.67,i,platea,tempus vivamus,molestie hendrerit at vulputate vitae nisl aenean,r,habitasse platea,kg,684.27,325.66,486.91,oi,or
s,pede lobortis,erat curabitur gravida,pede ullamcorper augue a suscipit,r,orci mauris lacinia,%,404.71,575.27,533.99,at ipsum ac tellus,6.46,604.7,906.97,277.08,elit ac,mauris laoreet ut rhoncus,4.68,i,vel pede,eu massa donec,vulputate elementum nullam varius nulla facilisi cras,o,ligula vehicula consequat,%,589.42,387.37,329.99,si,ro
o,consequat,iaculis diam,dui luctus rutrum nulla tellus in sagittis,s,sit amet lobortis,%,817.26,808.3,855.94,adipiscing elit proin,6.28,536.19,995.82,495.8,id consequat,platea dictumst etiam faucibus,1.29,p,sed interdum,justo maecenas,et ultrices posuere cubilia curae nulla dapibus,o,duis faucibus,%,112.32,219.12,563.02,op,so
r,erat,nec molestie,odio justo sollicitudin ut suscipit,s,amet sem fusce,kg,80.78,549.3,903.65,ultrices posuere cubilia curae,0.2,956.75,394.12,635.53,rutrum neque,in consequat ut nulla,0.35,r,faucibus accumsan,augue quam,odio in hac habitasse platea dictumst maecenas,s,quis libero,USD,5.14,777.71,544.39,rr,ss
p,leo odio,enim in tempor,nullam orci pede venenatis non,p,dignissim vestibulum vestibulum,m,139.94,775.31,402.68,pede lobortis ligula sit,8.41,828.45,943.17,686.97,tristique,erat curabitur gravida,8.96,i,eleifend luctus,quisque arcu,a feugiat et eros vestibulum ac est,s,primis in,m,928.25,117.58,798.72,pi,ps
o,nam ultrices,mauris enim leo,congue eget semper rutrum nulla nunc,i,fermentum justo,kg,233.65,641.49,857.85,vulputate vitae nisl,5.82,92.98,643.53,69.15,ut erat,est donec,2.0,i,etiam justo,proin at turpis,libero quis orci nullam molestie nibh in,s,justo lacinia,m,521.21,450.18,706.97,oi,is
r,vestibulum ac,eu orci,lacinia erat vestibulum sed magna at,o,mauris ullamcorper,kg,911.56,389.13,816.14,justo in hac,6.51,890.87,35.58,648.24,amet diam,semper rutrum,3.14,i,eu orci,ut odio,nec nisi volutpat eleifend donec ut dolor,s,ridiculus mus etiam,kg,364.5,198.29,265.06,ri,os
s,lacinia eget,semper porta,ligula nec sem duis aliquam convallis,p,enim sit amet,%,545.9,737.63,388.26,in lectus pellentesque,8.58,514.71,951.71,746.02,tempus vivamus,luctus cum,7.56,s,congue,massa volutpat convallis,mattis nibh ligula nec sem duis aliquam,p,in tempus sit,USD,983.19,841.01,412.62,ss,pp
p,ridiculus mus,tellus nulla,tristique in tempus sit amet sem fusce,i,platea dictumst,%,874.17,507.9,655.91,molestie sed justo pellentesque,4.75,766.71,112.58,415.24,hac,nec sem,5.14,o,lacinia,ligula suspendisse,non quam nec dui luctus rutrum nulla,i,pulvinar nulla,%,361.84,740.75,612.88,po,ii
r,ac enim,ut erat,lobortis vel dapibus at diam nam tristique,p,diam cras,%,374.45,877.27,959.73,elit proin risus praesent,1.99,100.79,999.53,377.56,lacinia,habitasse platea dictumst maecenas,1.88,i,aenean lectus,amet sapien,turpis sed ante vivamus tortor duis mattis,p,dapibus nulla,m,248.04,346.13,819.64,ri,pp
r,lorem quisque,vel augue vestibulum,amet sapien dignissim vestibulum vestibulum ante,r,quis libero,kg,309.01,711.51,142.46,lacinia nisi venenatis tristique,8.78,614.93,123.71,645.1,duis,in faucibus,1.78,p,nulla,vel accumsan tellus,ligula sit amet eleifend pede libero quis,r,aliquam sit amet,%,487.3,821.07,911.46,rp,rr
r,iaculis justo,dolor vel,vel enim sit amet nunc viverra dapibus,r,metus arcu adipiscing,USD,745.73,607.48,431.98,erat fermentum justo,9.3,417.54,981.38,138.41,sed,fusce lacus,0.13,o,nulla tempus,posuere felis sed,integer aliquet massa id lobortis convallis tortor,s,elementum in hac,%,266.95,249.69,661.73,ro,rs
o,imperdiet et,vestibulum quam,viverra eget congue eget semper,r,sit amet,USD,789.61,818.25,700.58,pretium quis lectus,8.62,362.53,417.52,844.03,proin at,elementum eu interdum eu,7.56,r,massa id,quis tortor id,pellentesque eget nunc donec quis orci eget,p,et eros vestibulum,%,217.86,256.36,527.29,or,rp
i,bibendum felis,posuere cubilia,in porttitor pede justo eu,s,faucibus cursus urna,%,360.95,797.27,932.84,eu felis fusce posuere,7.41,294.42,917.0,301.67,nulla justo,quam pharetra magna,8.31,i,parturient montes,vel enim sit,mi pede malesuada in imperdiet et commodo,o,sed tristique,USD,899.53,852.03,165.49,ii,so
p,integer a,ac lobortis vel,sed justo pellentesque viverra pede ac diam,s,volutpat quam,%,942.35,813.98,989.38,potenti in eleifend quam,9.7,807.29,394.23,435.15,duis at,quis orci,9.78,s,mauris,leo odio,vel enim sit amet nunc viverra dapibus,s,dolor sit,m,181.15,10.39,764.35,ps,ss
o,mauris non,id pretium,sapien varius ut blandit non,o,fermentum donec ut,m,513.38,653.28,409.93,duis faucibus accumsan odio,4.81,144.0,671.82,143.52,quam,at ipsum ac tellus,5.35,r,tortor,sed ante vivamus,id ornare imperdiet sapien urna pretium nisl,s,velit eu est,USD,765.88,359.3,396.64,or,os
p,eu pede,risus semper porta,ac tellus semper interdum mauris ullamcorper,r,dolor sit,m,208.99,178.57,446.24,nullam sit amet turpis,5.34,59.23,699.72,782.25,congue etiam,pulvinar sed nisl nunc,2.01,o,arcu,pede libero quis,lectus in quam fringilla rhoncus mauris enim,i,quisque ut,%,374.34,106.32,343.15,po,ri
s,ante vestibulum,in sagittis dui,in lectus pellentesque at nulla suspendisse,i,luctus nec,USD,546.08,441.17,59.92,integer pede justo lacinia,4.64,57.02,564.81,603.07,praesent blandit,nisl venenatis lacinia,2.16,p,molestie,suscipit nulla elit,imperdiet sapien urna pretium nisl ut volutpat,p,aliquam convallis,m,421.69,394.53,491.28,sp,ip
i,libero rutrum,elementum ligula vehicula,eget eros elementum pellentesque quisque,r,ultrices erat tortor,kg,876.86,490.69,969.29,parturient montes nascetur,3.0,787.07,327.38,927.19,nullam,ac enim,5.33,s,ut massa,luctus cum,luctus cum sociis natoque penatibus et magnis,i,curae nulla dapibus,m,166.83,16.57,972.66,is,ri
o,semper,interdum venenatis,egestas metus aenean fermentum donec ut,o,in porttitor pede,%,926.04,793.81,728.36,vel enim sit amet,4.15,272.38,438.58,140.86,pede,a libero nam,0.05,s,ligula sit,dolor morbi,dapibus augue vel accumsan tellus nisi eu,s,velit vivamus vel,m,384.65,679.11,932.54,os,os
p,vestibulum ante,nunc nisl duis,nisi nam ultrices libero non,r,ante nulla justo,%,270.45,133.16,797.39,cum sociis natoque,3.67,614.45,221.68,207.24,etiam vel,pellentesque quisque porta,9.6,s,mollis,turpis eget,erat vestibulum sed magna at nunc commodo,r,dapibus nulla suscipit,kg,0.81,121.85,862.6,ps,rr
s,consequat,diam id ornare,vel dapibus at diam nam tristique,p,vel dapibus at,%,605.08,9.8,4.43,condimentum curabitur in,0.05,572.42,950.7,455.71,vel,volutpat convallis morbi,8.46,i,montes nascetur,nisl nunc,ultrices posuere cubilia curae donec pharetra magna,o,sodales scelerisque,kg,920.83,297.9,288.14,si,po
o,adipiscing,ultrices posuere cubilia,semper interdum mauris ullamcorper purus,o,nullam porttitor,USD,936.66,176.65,750.75,rhoncus mauris enim leo,3.74,300.19,470.22,651.71,duis bibendum,aliquet at feugiat non,9.68,p,cubilia,rutrum ac lobortis,vitae nisl aenean lectus pellentesque eget nunc,i,rhoncus dui vel,kg,922.19,82.89,667.65,op,oi
s,nulla,amet consectetuer adipiscing,purus phasellus in felis donec semper,o,mi integer ac,m,294.1,939.98,134.78,venenatis lacinia aenean sit,1.8,647.41,51.46,258.08,neque duis,odio cras mi pede,9.06,r,vestibulum,ut erat,ultrices mattis odio donec vitae nisi nam,r,iaculis congue,USD,586.22,590.52,362.85,sr,or
p,eu,tristique in tempus,tempor turpis nec euismod scelerisque quam,s,potenti nullam porttitor,%,361.57,892.98,81.39,augue quam sollicitudin,3.4,316.87,405.14,757.54,sapien iaculis,erat curabitur,0.36,o,etiam,in felis,sit amet consectetuer adipiscing elit proin interdum,r,augue vestibulum,m,676.46,11.99,732.45,po,sr
o,lectus,eu interdum eu,pretium quis lectus suspendisse potenti,p,quisque erat eros,m,0.85,115.5,457.07,sed augue aliquam,0.65,423.58,756.2,762.93,in,placerat ante nulla,9.81,r,habitasse,habitasse platea dictumst,faucibus orci luctus et ultrices posuere cubilia,i,lectus vestibulum quam,USD,573.0,13.37,961.65,or,pi
r,et tempus,posuere cubilia curae,in faucibus orci luctus et,o,id massa id,%,729.13,530.69,20.36,libero non mattis pulvinar,9.29,784.45,271.9,758.99,consectetuer adipiscing,cras non,2.11,o,nibh in,diam cras pellentesque,nunc vestibulum ante ipsum primis in faucibus,p,fermentum justo,USD,811.07,166.47,884.17,ro,op
p,magna vulputate,fusce lacus,donec odio justo sollicitudin ut suscipit a,o,ipsum dolor sit,USD,732.86,46.26,218.34,donec diam neque,9.01,706.13,337.72,614.63,curae donec,lectus pellentesque eget,3.41,p,consequat,suscipit ligula in,cursus urna ut tellus nulla ut erat,o,integer ac,m,616.59,760.25,236.11,pp,oo
r,vel,maecenas tristique est,mus vivamus vestibulum sagittis sapien cum sociis,r,donec quis,m,469.93,782.49,381.43,odio consequat varius integer,0.91,379.51,586.31,46.16,accumsan tellus,viverra eget congue eget,3.24,i,in hac,id nisl,in est risus auctor sed tristique in,s,adipiscing molestie hendrerit,%,317.61,983.75,209.52,ri,rs
i,etiam,diam in,ultrices aliquet maecenas leo odio,i,fermentum donec,USD,772.23,279.85,474.12,mattis nibh ligula,9.52,102.37,883.28,388.18,euismod,quis orci,1.5,p,nisi venenatis,aliquam non,nulla tempus vivamus in felis eu sapien,p,odio condimentum,kg,519.35,630.06,638.1,ip,ip
o,fermentum justo,ut odio cras,velit vivamus vel nulla eget,o,est et tempus,USD,655.77,86.46,671.73,curabitur gravida nisi at,2.65,790.18,370.4,722.19,ultrices aliquet,turpis donec posuere metus,2.34,p,lacinia,nulla elit ac,justo eu massa donec dapibus duis at,i,nonummy integer,%,268.96,251.03,292.39,op,oi
p,orci eget,ut volutpat,sapien varius ut blandit non,s,varius nulla facilisi,%,773.83,826.38,56.66,parturient montes nascetur ridiculus,9.69,645.57,886.55,848.97,erat,elementum nullam,3.61,p,felis donec,bibendum felis,donec posuere metus vitae ipsum aliquam non,r,congue vivamus,kg,788.95,793.83,530.97,pp,sr
i,fermentum,sed vestibulum sit,eros vestibulum ac est lacinia,s,nam congue,%,101.51,534.63,123.01,sed accumsan felis,6.35,239.2,169.85,792.8,lobortis,in hac habitasse platea,8.92,i,in,nonummy maecenas,in eleifend quam a odio in hac,i,vel enim,USD,974.26,583.95,651.06,ii,si
p,nec euismod,aliquet at feugiat,massa id lobortis convallis tortor risus dapibus,r,vestibulum sit amet,%,306.77,877.19,81.16,massa volutpat convallis,9.65,127.46,394.26,123.64,metus sapien,nulla ac enim,9.75,i,justo sollicitudin,posuere cubilia,vestibulum ac est lacinia nisi venenatis tristique,p,cum sociis,USD,293.23,954.83,293.79,pi,rp
i,in,nulla dapibus dolor,consectetuer adipiscing elit proin risus,s,ut suscipit,m,679.62,414.6,423.93,magnis dis parturient,5.11,316.12,441.81,98.46,eget tempus,in est,1.53,o,magnis dis,blandit nam nulla,rutrum ac lobortis vel dapibus at diam,s,pede ullamcorper,kg,690.64,642.17,580.3,io,ss
p,nullam,morbi non lectus,sed sagittis nam congue risus semper,r,leo odio condimentum,m,970.01,561.07,38.46,tincidunt eu felis fusce,9.32,72.21,896.79,438.72,ut at,massa id nisl,3.72,r,amet,mi in porttitor,suscipit a feugiat et eros vestibulum ac,r,morbi vel,%,263.98,271.96,256.13,pr,rr
